"","pathways","z-score","Z_p-value","X2-score","X2_p-value"
"1","BIOCARTA_AGR_PATHWAY",0.622971611271421,0.284519994137839,115.10145681107,0
"2","BIOCARTA_BCR_PATHWAY",17.1120531966347,0,179.582623939812,0
"3","BIOCARTA_CSK_PATHWAY",42.400262175518,0,5.21023418928678,9.61593582494248e-08
"4","BIOCARTA_CTLA4_PATHWAY",37.195622987384,0,6.11655694637596,4.89927677635037e-10
"5","BIOCARTA_EGF_PATHWAY",0.129363008473834,0.452911161574846,198.558714332497,0
"6","BIOCARTA_FCER1_PATHWAY",3.42850165405272,0.000348980631342816,139.285147062775,0
"7","BIOCARTA_HIVNEF_PATHWAY",2.99058208564835,0.00157481912571375,197.26099529814,0
"8","BIOCARTA_IL17_PATHWAY",39.8467361193507,0,2.44536781899129,0.00723522402209209
"9","BIOCARTA_NFAT_PATHWAY",22.2626797112501,0,101.180473230622,0
"10","BIOCARTA_PDGF_PATHWAY",0.129363008473834,0.452911161574846,198.558714332497,0
"11","BIOCARTA_TCAPOPTOSIS_PATHWAY",39.374701413261,0,2.64835042264299,0.00406391414846852
"12","BIOCARTA_TCR_PATHWAY",22.1262928508008,0,118.588063633463,0
"13","BIOCARTA_THELPER_PATHWAY",39.374701413261,0,2.64835042264299,0.00406391414846852
"14","BIOCARTA_TNFR1_PATHWAY",13.3282872317416,1.17172907609393e-40,174.225709597545,0
"15","KEGG_ABC_TRANSPORTERS",9.05246498283626,0,233.943716148938,0
"16","KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION",14.0611058244628,4.97473499368351e-45,324.985765850625,0
"17","KEGG_ALZHEIMERS_DISEASE",6.50819056855485,4.82966427586914e-11,234.425787982111,0
"18","KEGG_AMINOACYL_TRNA_BIOSYNTHESIS",29.6871721520221,1.0207759555324e-193,158.483624506138,0
"19","KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS",4.19899246254951,1.59476394959034e-05,208.548983112695,0
"20","KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION",9.02322154933577,0,296.920579060728,0
"21","KEGG_APOPTOSIS",23.790290270031,0,177.839149054421,0
"22","KEGG_ARACHIDONIC_ACID_METABOLISM",26.5033659664255,0,222.737480729767,0
"23","KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC",26.7477418487859,1.13140268000901e-157,97.1942013029963,0
"24","KEGG_AUTOIMMUNE_THYROID_DISEASE",36.0172471185734,0,148.706886092509,0
"25","KEGG_AXON_GUIDANCE",8.55435364604684,0,214.83638931669,0
"26","KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY",41.9561608085048,0,118.060537121055,0
"27","KEGG_CALCIUM_SIGNALING_PATHWAY",2.62720758851435,0.00484249484310822,190.171717122022,0
"28","KEGG_CARDIAC_MUSCLE_CONTRACTION",37.8019231376066,0,234.623853574698,0
"29","KEGG_CELL_ADHESION_MOLECULES_CAMS",21.2426425823365,3.21832657579472e-100,215.723015827327,0
"30","KEGG_CELL_CYCLE",35.0287013958233,0,223.582379134054,0
"31","KEGG_CHEMOKINE_SIGNALING_PATHWAY",39.781105579684,0,141.990698812178,0
"32","KEGG_CITRATE_CYCLE_TCA_CYCLE",1.32148503560273,0.100448738553355,263.492930969416,0
"33","KEGG_COLORECTAL_CANCER",30.5366405318396,0,138.689661589491,0
"34","KEGG_COMPLEMENT_AND_COAGULATION_CASCADES",2.56173389916827,0.00579550385342731,274.430712979185,0
"35","KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION",58.977997818347,0,152.520507323216,0
"36","KEGG_DILATED_CARDIOMYOPATHY",14.6395541884791,1.19553834706174e-48,202.542205656097,0
"37","KEGG_DRUG_METABOLISM_CYTOCHROME_P450",60.1106480034961,0,20.5129294271259,0
"38","KEGG_ECM_RECEPTOR_INTERACTION",15.0669777290896,2.04740534510959e-51,258.191070473629,0
"39","KEGG_ENDOCYTOSIS",4.85322293666717,7.39544067024502e-07,321.224075865295,0
